,seccion,bastion_MORENA_01,Prioridad
785,219,0.0,Media baja
786,983,0.0,Media baja
787,914,1.0,Media baja
788,778,0.0,Media baja
789,42,0.0,Media baja
790,202,0.0,Media baja
791,52,0.0,Media baja
792,1104,0.0,Media baja
793,229,0.0,Media baja
794,1367,0.0,Media baja
795,1532,1.0,Media baja
796,1029,0.0,Media baja
797,639,0.0,Media baja
798,725,0.0,Media baja
799,1008,0.0,Media baja
800,423,0.0,Media baja
801,11,0.0,Media baja
802,254,0.0,Media baja
803,1329,0.0,Media baja
804,1530,0.0,Media baja
805,823,0.0,Media baja
806,702,0.0,Media baja
807,346,0.0,Media baja
808,1534,1.0,Media baja
809,1193,0.0,Media baja
810,96,0.0,Media baja
811,950,0.0,Media baja
812,1060,0.0,Media baja
813,986,1.0,Media baja
814,880,0.0,Media baja
815,1205,0.0,Media baja
816,461,0.0,Media baja
817,256,0.0,Media baja
818,1345,0.0,Media baja
819,1036,0.0,Media baja
820,561,0.0,Media baja
821,1046,0.0,Media baja
822,1376,1.0,Media baja
823,715,0.0,Media baja
824,1350,0.0,Media baja
825,641,0.0,Media baja
826,500,0.0,Media baja
827,845,0.0,Media baja
828,76,0.0,Media baja
829,586,0.0,Media baja
830,1397,0.0,Media baja
831,67,0.0,Media baja
832,371,0.0,Media baja
833,476,0.0,Media baja
834,13,0.0,Media baja
835,459,0.0,Media baja
836,152,0.0,Media baja
837,1207,0.0,Media baja
838,1514,0.0,Media baja
839,898,1.0,Media baja
840,1351,0.0,Media baja
841,395,0.0,Media baja
842,182,0.0,Media baja
843,79,0.0,Media baja
844,962,0.0,Media baja
845,587,0.0,Media baja
846,527,0.0,Media baja
847,1516,0.0,Media baja
848,1250,0.0,Media baja
849,115,0.0,Media baja
850,798,1.0,Media baja
851,1084,0.0,Media baja
852,110,0.0,Media baja
853,520,0.0,Media baja
854,902,1.0,Media baja
855,917,1.0,Media baja
856,495,0.0,Media baja
857,1328,0.0,Media baja
858,475,0.0,Media baja
859,405,0.0,Media baja
860,1538,0.0,Media baja
861,502,0.0,Media baja
862,965,0.0,Media baja
863,849,0.0,Media baja
864,191,0.0,Media baja
865,726,0.0,Media baja
866,873,0.0,Media baja
867,793,0.0,Media baja
868,212,0.0,Media baja
869,1357,0.0,Media baja
870,440,0.0,Media baja
871,1002,1.0,Media baja
872,1541,0.0,Media baja
873,153,0.0,Media baja
874,1112,0.0,Media baja
875,46,0.0,Media baja
876,764,0.0,Media baja
877,1276,0.0,Media baja
878,979,1.0,Media baja
879,1054,0.0,Media baja
880,69,0.0,Media baja
881,441,0.0,Media baja
882,101,0.0,Media baja
883,1373,1.0,Media baja
884,1387,0.0,Media baja
885,980,1.0,Media baja
886,1366,0.0,Media baja
887,213,0.0,Media baja
888,309,0.0,Media baja
889,1027,0.0,Media baja
890,1358,0.0,Media baja
891,184,0.0,Media baja
892,987,1.0,Media baja
893,150,0.0,Media baja
894,301,0.0,Media baja
895,679,0.0,Media baja
896,870,0.0,Media baja
897,332,0.0,Media baja
898,772,0.0,Media baja
899,418,0.0,Media baja
900,1285,0.0,Media baja
901,803,0.0,Media baja
902,163,0.0,Media baja
903,1504,0.0,Media baja
904,848,0.0,Media baja
905,447,0.0,Media baja
906,770,0.0,Media baja
907,859,0.0,Media baja
908,264,0.0,Media baja
909,550,0.0,Media baja
910,1389,0.0,Media baja
911,572,0.0,Media baja
912,551,0.0,Media baja
913,886,1.0,Media baja
914,1542,0.0,Media baja
915,529,0.0,Media baja
916,1522,0.0,Media baja
917,694,0.0,Media baja
918,77,0.0,Media baja
919,1391,0.0,Media baja
920,165,0.0,Media baja
921,1012,0.0,Media baja
922,368,0.0,Media baja
923,970,1.0,Media baja
924,1080,0.0,Media baja
925,852,0.0,Media baja
926,697,0.0,Media baja
927,854,0.0,Media baja
928,1492,0.0,Media baja
929,1349,0.0,Media baja
930,905,0.0,Media baja
931,323,1.0,Media baja
932,488,0.0,Media baja
933,995,0.0,Media baja
934,1441,1.0,Media baja
935,80,0.0,Media baja
936,660,0.0,Media baja
937,560,0.0,Media baja
938,548,0.0,Media baja
939,927,1.0,Media baja
940,1402,0.0,Media baja
941,895,0.0,Media baja
942,547,0.0,Media baja
943,435,0.0,Media baja
944,877,0.0,Media baja
945,363,0.0,Media baja
946,1527,0.0,Media baja
947,972,0.0,Media baja
948,491,0.0,Media baja
949,248,0.0,Media baja
950,804,0.0,Media baja
951,1533,1.0,Media baja
952,1035,1.0,Media baja
953,1337,0.0,Media baja
954,946,0.0,Media baja
955,1037,1.0,Media baja
956,1007,0.0,Media baja
957,1348,0.0,Media baja
958,519,0.0,Media baja
959,48,0.0,Media baja
960,144,0.0,Media baja
961,462,0.0,Media baja
962,315,0.0,Media baja
963,521,0.0,Media baja
964,1540,0.0,Media baja
965,698,0.0,Media baja
966,349,0.0,Media baja
967,900,0.0,Media baja
968,809,0.0,Media baja
969,944,1.0,Media baja
970,1478,0.0,Media baja
971,1305,0.0,Media baja
972,458,0.0,Media baja
973,517,0.0,Media baja
974,15,0.0,Media baja
975,1470,0.0,Media baja
976,1204,0.0,Media baja
977,557,0.0,Media baja
978,695,0.0,Media baja
979,717,0.0,Media baja
980,1331,0.0,Media baja
981,797,0.0,Media baja
982,1347,0.0,Media baja
983,879,0.0,Media baja
984,847,0.0,Media baja
985,593,0.0,Media baja
986,892,0.0,Media baja
987,1545,0.0,Media baja
988,781,0.0,Media baja
989,716,0.0,Media baja
990,782,1.0,Media baja
991,1233,0.0,Media baja
992,198,0.0,Media baja
993,838,1.0,Media baja
994,195,0.0,Media baja
995,58,0.0,Media baja
996,286,0.0,Media baja
997,383,0.0,Media baja
998,553,0.0,Media baja
999,1531,0.0,Media baja
1000,285,0.0,Media baja
1001,566,0.0,Media baja
1002,482,0.0,Media baja
1003,851,0.0,Media baja
1004,1049,0.0,Media baja
1005,573,0.0,Media baja
1006,437,0.0,Media baja
1007,1416,1.0,Media baja
1008,331,0.0,Media baja
1009,649,0.0,Media baja
1010,784,0.0,Media baja
1011,467,0.0,Media baja
1012,511,0.0,Media baja
1013,800,0.0,Media baja
1014,815,0.0,Media baja
1015,1408,0.0,Media baja
1016,774,0.0,Media baja
1017,159,0.0,Media baja
1018,1026,0.0,Media baja
1019,700,0.0,Media baja
1020,1535,0.0,Media baja
1021,1546,0.0,Media baja
1022,1130,0.0,Media baja
1023,453,0.0,Media baja
1024,38,0.0,Media baja
1025,683,0.0,Media baja
1026,688,0.0,Media baja
1027,196,0.0,Media baja
1028,1275,0.0,Media baja
1029,172,0.0,Media baja
1030,820,1.0,Media baja
1031,563,0.0,Media baja
1032,436,0.0,Media baja
1033,492,0.0,Media baja
1034,535,0.0,Media baja
1035,874,0.0,Media baja
1036,542,0.0,Media baja
1037,832,0.0,Media baja
1038,1309,0.0,Media baja
1039,708,0.0,Media baja
1040,65,0.0,Media baja
1041,1327,0.0,Media baja
1042,1280,0.0,Media baja
1043,938,0.0,Media baja
1044,921,0.0,Media baja
1045,878,0.0,Media baja
1046,174,0.0,Media baja
1047,1363,0.0,Media baja
1048,506,0.0,Media baja
1049,2,0.0,Media baja
1050,59,0.0,Media baja
1051,549,0.0,Media baja
1052,1479,0.0,Media baja
1053,1370,0.0,Media baja
1054,981,0.0,Media baja
1055,816,0.0,Media baja
1056,445,0.0,Media baja
1057,493,0.0,Media baja
1058,868,0.0,Media baja
1059,1432,0.0,Media baja
1060,1544,1.0,Media baja
1061,982,1.0,Media baja
1062,1529,1.0,Media baja
1063,876,1.0,Media baja
1064,993,0.0,Media baja
1065,918,1.0,Media baja
1066,85,0.0,Media baja
1067,802,0.0,Media baja
1068,267,0.0,Media baja
1069,1164,1.0,Media baja
1070,1547,0.0,Media baja
1071,984,0.0,Media baja
1072,526,0.0,Media baja
1073,155,0.0,Media baja
1074,183,0.0,Media baja
1075,263,0.0,Media baja
1076,1302,1.0,Media baja
1077,692,0.0,Media baja
1078,860,0.0,Media baja
1079,270,0.0,Media baja
1080,658,0.0,Media baja
1081,1520,0.0,Media baja
1082,826,0.0,Media baja
1083,1025,0.0,Media baja
1084,1050,0.0,Media baja
1085,799,1.0,Media baja
1086,776,0.0,Media baja
1087,546,0.0,Media baja
1088,189,0.0,Media baja
1089,720,0.0,Media baja
1090,935,0.0,Media baja
1091,170,0.0,Media baja
1092,446,0.0,Media baja
1093,56,0.0,Media baja
1094,955,0.0,Media baja
1095,262,0.0,Media baja
1096,422,0.0,Media baja
1097,791,1.0,Media baja
1098,775,0.0,Media baja
1099,837,0.0,Media baja
1100,300,0.0,Media baja
1101,891,1.0,Media baja
1102,478,0.0,Media baja
1103,1396,0.0,Media baja
1104,756,0.0,Media baja
1105,1382,1.0,Media baja
1106,676,0.0,Media baja
1107,893,0.0,Media baja
1108,1379,0.0,Media baja
1109,1179,0.0,Media baja
1110,813,1.0,Media baja
1111,1474,0.0,Media baja
1112,481,0.0,Media baja
1113,687,0.0,Media baja
1114,89,0.0,Media baja
1115,805,0.0,Media baja
1116,754,0.0,Media baja
1117,483,0.0,Media baja
1118,850,0.0,Media baja
1119,1399,0.0,Media baja
1120,1061,0.0,Media baja
1121,693,0.0,Media baja
1122,626,0.0,Media baja
1123,466,0.0,Media baja
1124,1001,1.0,Media baja
1125,1498,1.0,Media baja
1126,657,0.0,Media baja
1127,186,0.0,Media baja
1128,1016,0.0,Media baja
1129,1507,0.0,Media baja
1130,1368,0.0,Media baja
1131,1196,0.0,Media baja
1132,827,0.0,Media baja
1133,494,0.0,Media baja
1134,1175,0.0,Media baja
1135,1053,0.0,Media baja
1136,733,0.0,Media baja
1137,518,0.0,Media baja
1138,457,0.0,Media baja
1139,1242,0.0,Media baja
1140,272,0.0,Media baja
1141,788,0.0,Media baja
1142,166,0.0,Media baja
1143,1063,0.0,Media baja
1144,290,0.0,Media baja
1145,334,0.0,Media baja
1146,1055,0.0,Media baja
1147,1388,0.0,Media baja
1148,839,0.0,Media baja
1149,699,0.0,Media baja
1150,1038,0.0,Media baja
1151,124,0.0,Media baja
1152,1319,0.0,Media baja
1153,1469,0.0,Media baja
1154,1440,0.0,Media baja
1155,673,0.0,Media baja
1156,1457,0.0,Media baja
1157,841,0.0,Media baja
1158,1468,0.0,Media baja
1159,81,0.0,Media baja
1160,41,0.0,Media baja
1161,1074,0.0,Media baja
1162,689,0.0,Media baja
1163,330,0.0,Media baja
1164,684,0.0,Media baja
1165,530,0.0,Media baja
1166,1372,1.0,Media baja
1167,1065,0.0,Media baja
1168,321,1.0,Media baja
1169,1414,0.0,Media baja
1170,1501,0.0,Media baja
1171,1172,1.0,Media baja
1172,664,0.0,Media baja
1173,234,0.0,Media baja
1174,470,0.0,Media baja
1175,1115,0.0,Media baja
1176,540,0.0,Media baja
1177,485,0.0,Media baja
1178,665,0.0,Media baja
1179,817,0.0,Media baja
1180,489,0.0,Media baja
1181,1500,0.0,Media baja
1182,417,0.0,Media baja
1183,1401,0.0,Media baja
1184,1223,0.0,Media baja
1185,621,0.0,Media baja
1186,1330,0.0,Media baja
1187,1200,0.0,Media baja
1188,1281,0.0,Media baja
1189,1031,1.0,Media baja
1190,480,0.0,Media baja
1191,1481,1.0,Media baja
1192,666,0.0,Media baja
1193,656,0.0,Media baja
1194,107,0.0,Media baja
1195,1484,1.0,Media baja
1196,1418,0.0,Media baja
1197,1057,0.0,Media baja
1198,1436,0.0,Media baja
1199,1137,0.0,Media baja
1200,1461,0.0,Media baja
1201,176,0.0,Media baja
1202,252,0.0,Media baja
1203,1381,0.0,Media baja
1204,712,0.0,Media baja
1205,1033,0.0,Media baja
1206,253,0.0,Media baja
1207,167,0.0,Media baja
1208,1430,0.0,Media baja
1209,1429,1.0,Media baja
1210,232,0.0,Media baja
1211,92,0.0,Media baja
1212,327,1.0,Media baja
1213,1135,0.0,Media baja
1214,88,0.0,Media baja
1215,63,0.0,Media baja
1216,228,0.0,Media baja
1217,1169,0.0,Media baja
1218,114,0.0,Media baja
1219,1365,0.0,Media baja
1220,1005,1.0,Media baja
1221,173,0.0,Media baja
1222,261,0.0,Media baja
1223,985,0.0,Media baja
1224,523,0.0,Media baja
1225,260,0.0,Media baja
1226,1437,1.0,Media baja
1227,1415,0.0,Media baja
1228,1371,0.0,Media baja
1229,1123,0.0,Media baja
1230,1101,0.0,Media baja
1231,1434,0.0,Media baja
1232,1299,0.0,Media baja
1233,997,1.0,Media baja
1234,1392,0.0,Media baja
1235,934,0.0,Media baja
1236,1480,0.0,Media baja
1237,1108,1.0,Media baja
1238,1497,0.0,Media baja
1239,142,0.0,Media baja
1240,824,0.0,Media baja
1241,269,1.0,Media baja
1242,161,0.0,Media baja
1243,1131,0.0,Media baja
1244,1511,0.0,Media baja
1245,1380,0.0,Media baja
1246,835,1.0,Media baja
1247,1088,1.0,Media baja
1248,691,0.0,Media baja
1249,1471,1.0,Media baja
1250,291,0.0,Media baja
1251,97,0.0,Media baja
1252,1383,0.0,Media baja
1253,1272,0.0,Media baja
1254,1394,0.0,Media baja
1255,181,0.0,Media baja
1256,1452,1.0,Media baja
1257,5,0.0,Media baja
1258,1495,0.0,Media baja
1259,1483,0.0,Media baja
1260,1085,0.0,Media baja
1261,1364,1.0,Media baja
1262,190,0.0,Media baja
1263,268,0.0,Media baja
1264,1273,0.0,Media baja
1265,652,0.0,Media baja
1266,143,0.0,Media baja
1267,1467,0.0,Media baja
1268,507,0.0,Media baja
1269,1369,0.0,Media baja
1270,743,0.0,Media baja
1271,44,0.0,Media baja
1272,1315,0.0,Media baja
1273,953,0.0,Media baja
1274,479,0.0,Media baja
1275,1482,0.0,Media baja
1276,606,0.0,Media baja
1277,203,0.0,Media baja
1278,1157,0.0,Media baja
1279,1320,0.0,Media baja
1280,1487,1.0,Media baja
1281,1489,0.0,Media baja
1282,127,0.0,Media baja
1283,1420,1.0,Media baja
1284,1412,0.0,Media baja
1285,686,0.0,Media baja
1286,275,0.0,Media baja
1287,1417,1.0,Media baja
1288,672,0.0,Media baja
1289,618,1.0,Media baja
1290,1462,1.0,Media baja
1291,755,0.0,Media baja
1292,1018,0.0,Media baja
1293,1427,0.0,Media baja
1294,690,0.0,Media baja
1295,1425,0.0,Media baja
1296,1375,1.0,Media baja
1297,99,0.0,Media baja
1298,169,0.0,Media baja
1299,1134,0.0,Media baja
1300,1458,1.0,Media baja
1301,168,0.0,Media baja
1302,1301,0.0,Media baja
1303,98,0.0,Media baja
1304,840,0.0,Media baja
1305,147,0.0,Media baja
1306,247,0.0,Media baja
1307,1477,0.0,Media baja
1308,818,0.0,Media baja
1309,1390,0.0,Media baja
1310,1413,1.0,Media baja
1311,828,0.0,Media baja
1312,1362,0.0,Media baja
1313,516,0.0,Media baja
1314,763,0.0,Media baja
1315,469,0.0,Media baja
1316,134,0.0,Media baja
1317,615,0.0,Media baja
1318,655,0.0,Media baja
1319,662,0.0,Media baja
1320,1227,1.0,Media baja
1321,16,0.0,Media baja
1322,43,0.0,Media baja
1323,1393,0.0,Media baja
1324,675,0.0,Media baja
1325,616,0.0,Media baja
1326,1431,0.0,Media baja
1327,801,0.0,Media baja
1328,1052,0.0,Media baja
1329,1241,0.0,Media baja
1330,836,0.0,Media baja
1331,57,0.0,Media baja
1332,600,0.0,Media baja
1333,1019,0.0,Media baja
1334,1496,0.0,Media baja
1335,630,0.0,Media baja
1336,1125,0.0,Media baja
1337,274,0.0,Media baja
1338,1133,0.0,Media baja
1339,1421,0.0,Media baja
1340,1503,0.0,Media baja
1341,1463,0.0,Media baja
1342,1173,0.0,Media baja
1343,157,0.0,Media baja
1344,1374,0.0,Media baja
1345,1240,0.0,Media baja
1346,1473,1.0,Media baja
1347,941,0.0,Media baja
1348,1318,0.0,Media baja
1349,1466,0.0,Media baja
1350,1424,1.0,Media baja
1351,1274,0.0,Media baja
1352,825,0.0,Media baja
1353,111,0.0,Media baja
1354,1454,0.0,Media baja
1355,1419,0.0,Media baja
1356,734,0.0,Baja
1357,1494,0.0,Baja
1358,86,0.0,Baja
1359,1502,0.0,Baja
1360,328,0.0,Baja
1361,259,0.0,Baja
1362,614,0.0,Baja
1363,1428,0.0,Baja
1364,497,0.0,Baja
1365,1455,1.0,Baja
1366,1485,0.0,Baja
1367,1087,0.0,Baja
1368,1411,1.0,Baja
1369,1433,0.0,Baja
1370,682,0.0,Baja
1371,1435,0.0,Baja
1372,1459,0.0,Baja
1373,1321,0.0,Baja
1374,1488,1.0,Baja
1375,1423,1.0,Baja
1376,752,0.0,Baja
1377,674,0.0,Baja
1378,177,0.0,Baja
1379,671,0.0,Baja
1380,1464,0.0,Baja
1381,990,0.0,Baja
1382,1445,0.0,Baja
1383,1143,1.0,Baja
1384,1132,0.0,Baja
1385,1451,0.0,Baja
1386,288,0.0,Baja
1387,620,0.0,Baja
1388,1493,0.0,Baja
1389,1448,0.0,Baja
1390,32,0.0,Baja
1391,1476,0.0,Baja
1392,4,0.0,Baja
1393,1508,0.0,Baja
1394,588,1.0,Baja
1395,333,0.0,Baja
1396,609,0.0,Baja
1397,279,0.0,Baja
1398,1505,0.0,Baja
1399,1472,0.0,Baja
1400,1030,0.0,Baja
1401,1449,0.0,Baja
1402,1446,0.0,Baja
1403,745,0.0,Baja
1404,1460,0.0,Baja
1405,515,0.0,Baja
1406,281,0.0,Baja
1407,1465,1.0,Baja
1408,325,1.0,Baja
1409,1491,0.0,Baja
1410,1422,0.0,Baja
1411,1395,0.0,Baja
1412,391,0.0,Baja
1413,122,0.0,Baja
1414,989,0.0,Baja
1415,1313,0.0,Baja
1416,1122,0.0,Baja
1417,599,0.0,Baja
1418,739,0.0,Baja
1419,55,0.0,Baja
1420,1453,0.0,Baja
1421,819,0.0,Baja
1422,135,0.0,Baja
1423,647,0.0,Baja
1424,1426,0.0,Baja
1425,1475,0.0,Baja
1426,988,0.0,Baja
1427,933,0.0,Baja
1428,160,0.0,Baja
1429,1154,0.0,Baja
1430,1113,0.0,Baja
1431,654,0.0,Baja
1432,240,0.0,Baja
1433,1486,0.0,Baja
1434,751,0.0,Baja
1435,37,0.0,Baja
1436,197,0.0,Baja
1437,736,0.0,Baja
1438,258,0.0,Baja
1439,1144,1.0,Baja
1440,60,0.0,Baja
1441,1117,0.0,Baja
1442,121,0.0,Baja
1443,821,1.0,Baja
1444,1512,0.0,Baja
1445,757,0.0,Baja
1446,1121,0.0,Baja
1447,45,0.0,Baja
1448,251,0.0,Baja
1449,1447,0.0,Baja
1450,1407,0.0,Baja
1451,158,0.0,Baja
1452,1490,0.0,Baja
1453,236,0.0,Baja
1454,622,0.0,Baja
1455,1129,0.0,Baja
1456,1128,0.0,Baja
1457,335,0.0,Baja
1458,735,0.0,Baja
1459,39,0.0,Baja
1460,1450,0.0,Baja
1461,87,0.0,Baja
1462,624,0.0,Baja
1463,137,0.0,Baja
1464,1499,0.0,Baja
1465,1506,0.0,Baja
1466,102,0.0,Baja
1467,27,0.0,Baja
1468,238,0.0,Baja
1469,744,0.0,Baja
1470,597,0.0,Baja
1471,246,0.0,Baja
1472,61,0.0,Baja
1473,653,0.0,Baja
1474,243,0.0,Baja
1475,30,0.0,Baja
1476,1120,0.0,Baja
1477,1118,0.0,Baja
1478,28,1.0,Baja
1479,141,0.0,Baja
1480,51,0.0,Baja
1481,283,0.0,Baja
1482,759,0.0,Baja
1483,1322,0.0,Baja
1484,62,0.0,Baja
1485,284,0.0,Baja
1486,1136,0.0,Baja
1487,49,0.0,Baja
1488,40,0.0,Baja
1489,95,0.0,Baja
1490,1127,0.0,Baja
1491,108,0.0,Baja
1492,591,0.0,Baja
1493,239,0.0,Baja
1494,117,0.0,Baja
1495,1126,0.0,Baja
1496,611,0.0,Baja
1497,1114,0.0,Baja
1498,610,0.0,Baja
1499,623,0.0,Baja
1500,1116,0.0,Baja
1501,245,0.0,Baja
1502,758,0.0,Baja
1503,490,0.0,Baja
1504,612,0.0,Baja
1505,1011,0.0,Baja
1506,834,0.0,Baja
1507,998,0.0,Baja
